Sample,SiO2,Al2O3,Fe2O3,MgO,Na2O,CaO,K2O,Lat,Long,State,Georef ,Navdat Sample Number ,Authors,,,,,,,,,
BR-22,47.04,16.84,12.11,6.07,3.77,9.71,1.43,35.9258,-117.8083,California,1999-027978,38822,Groves-Kristelle-Renee,,,,,,,,,
BR-23,48.03,17.55,10.41,6.47,3.67,10.41,1.06,35.8272,-117.7864,California,1999-027978,38823,Groves-Kristelle-Renee,,,,,,,,,
76-3,55.45,14.21,12.09,2.99,3.39,6.3,2.11,39.37,-112.4815,Utah,1981-008341,6637,Smith-M editor,,,,,,,,,
76-3G,60.1,12.72,10.67,1.15,4.14,5.23,3.35,39.37,-112.4815,Utah,1981-008341,6638,Smith-M editor,,,,,,,,,
76-9,56.13,14.27,11.39,2.77,3.54,6.09,2.4,39.37,-112.4815,Utah,1981-008341,6639,Smith-M editor,,,,,,,,,
76-36,55.81,14.37,11.75,2.82,3.43,6.06,2.29,39.37,-112.4815,Utah,1981-008341,6640,Smith-M editor,,,,,,,,,
VP-1,49.94,16.88,10.73,5.56,3.99,8.81,1.48,35.96,-117.8281,California,1999-027978,38825,Groves-Kristelle-Renee,,,,,,,,,
VP-3,49.46,17.09,10.9,5.62,4.02,8.87,1.46,35.9581,-117.8336,California,1999-027978,38827,Groves-Kristelle-Renee,,,,,,,,,
PWB-507,47.04,14.5,14.9,7.21,2.56,9.55,0.71,43.51,-113.03,Idaho,2005-006849,56824,Scarberry-Kaleb-C,,,,,,,,,
VP-4,48.18,17.24,11.43,5.89,3.97,9.25,1.34,35.9558,-117.8358,California,1999-027978,38828,Groves-Kristelle-Renee,,,,,,,,,
VP-5,50.33,16.85,10.44,5.45,4.06,8.85,1.52,35.9522,-117.8322,California,1999-027978,38829,Groves-Kristelle-Renee,,,,,,,,,
WAL-2,46.91,16.37,13.45,5.27,4.21,8.33,1.66,35.9294,-117.7944,California,1999-027978,38831,Groves-Kristelle-Renee,,,,,,,,,
MB-120,56.82,17.58,7.59,3.91,3.86,7.41,1.4,48.764,-121.763,washington,2003-046396,75242,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
WAL-3,46.95,16.31,13.35,5.35,4.17,8.47,1.61,35.8964,-117.79,California,1999-027978,38832,Groves-Kristelle-Renee,,,,,,,,,
CF 11-7-1,48.41,16.57,11.98,5.89,3.49,8.78,1.76,36.6917,-116.5,Nevada,1985-066941,11067,"Vaniman, D T; Crowe, B M; Galdney, E S",,,,,,,,,
CF 11-7-2,48.22,16.34,11.85,5.78,3.69,9.07,1.76,36.6917,-116.5,Nevada,1985-066941,11068,"Vaniman, D T; Crowe, B M; Galdney, E S",,,,,,,,,
FB 78-7,48.86,16.25,11.64,5.78,3.55,8.78,1.76,36.6917,-116.5,Nevada,1985-066941,11069,"Vaniman, D T; Crowe, B M; Galdney, E S",,,,,,,,,
WAL-4,54.92,16.42,8.53,4.36,3.91,7.09,2.58,35.8314,-117.7817,California,1999-027978,38833,Groves-Kristelle-Renee,,,,,,,,,
W-1,46.36,16.51,9.54,8.88,4.26,9.28,2.03,37.0148,-118.1737,California,1999-027986,38834,Waits-J-R,,,,,,,,,
W-2,46.61,16.22,9.57,9.66,4.01,9.88,1.91,37.0095,-118.1625,California,1999-027986,38835,Waits-J-R,,,,,,,,,
s_UT 1,0.35,0.15,42.75,1.98,4.61,15.55,0.24,67.47,-139.9,YUKON TERRITORY,1985-075198,11172,Westgate-J-A, Walter-R-C, Pearce-G-W, Gorton-M-P,,,,,,
s_UT 50,47.24,3.4,13.47,14.26,5.3,15.24,0.22,67.8583,-139.8267,YUKON TERRITORY,1985-075198,11173,Westgate-J-A, Walter-R-C, Pearce-G-W, Gorton-M-P,,,,,,
W-5,46.31,16.26,9.63,9.53,3.99,9.97,2.14,37.0147,-118.1662,California,1999-027986,38836,Waits-J-R,,,,,,,,,
s_UA 339,0,0.2,47.81,2.14,4.59,8.48,0.15,62.525,-140.95,YUKON TERRITORY,1985-075198,11174,Westgate-J-A, Walter-R-C, Pearce-G-W, Gorton-M-P,,,,,,
s_UA 338,0.05,0.21,43.94,2.34,3.31,16.27,0.12,62.0008,-140.57,YUKON TERRITORY,1985-075198,11175,Westgate-J-A, Walter-R-C, Pearce-G-W, Gorton-M-P,,,,,,
DA-1,77.17,12.35,0.89,0.39,4.08,0.3,4.69,35.8698,-106.57,New Mexico,1994-009357,33084,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
DA-7,77.11,12.59,0.87,0.07,3.97,0.42,4.81,35.8698,-106.57,New Mexico,1994-009357,33085,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
DA-8,77.33,12.64,0.87,0.08,4.04,0.3,4.61,35.8698,-106.57,New Mexico,1994-009357,33086,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SR-1,77.21,12.59,0.89,0,4.22,0.31,4.64,35.8698,-106.57,New Mexico,1994-009357,33087,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SR-3,75.92,13.7,0.99,0.17,4.31,0.36,4.4,35.8698,-106.57,New Mexico,1994-009357,33088,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
S-7,76.53,12.9,0.97,0.1,4.21,0.37,4.74,35.8698,-106.57,New Mexico,1994-009357,33089,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SL-1,75.53,13.66,1.03,0.26,4.17,0.38,4.8,35.8698,-106.57,New Mexico,1994-009357,33090,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SR-6,76.19,13.09,0.95,0.11,3.98,0.38,5.12,35.8698,-106.57,New Mexico,1994-009357,33091,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
995-33,48.21,15.9,12.78,5.98,3.52,9.36,1.08,20.9,-103.73,Jalisco,1985-085963,11194,Gilbert-C-M, Mahood-G-A, Carmichael-Ian-S-E,,,,,,,
SA-2,75.27,13.14,1.26,0.42,3.85,0.7,5.13,35.8698,-106.57,New Mexico,1994-009357,33092,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SA-3,74.65,13.64,1.29,0.26,3.95,0.79,5.16,35.8698,-106.57,New Mexico,1994-009357,33093,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SA-5,76.6,12.89,1.21,0.27,3.95,0.06,4.78,35.8698,-106.57,New Mexico,1994-009357,33094,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
SM-5,76.61,12.76,1.01,0.27,3.79,0.59,4.77,35.8698,-106.57,New Mexico,1994-009357,33095,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
W-7,46.47,15.74,9.69,9.85,3.7,9.8,1.85,37.015,-118.1646,California,1999-027986,38837,Waits-J-R,,,,,,,,,
C1A-467,46.25,14.37,15.64,7.3,2.38,9.55,0.71,43.51,-113.03,Idaho,2005-006849,56821,Scarberry-Kaleb-C,,,,,,,,,
SM-6,75.55,13.27,1.09,0.34,4.01,0.65,4.89,35.8698,-106.57,New Mexico,1994-009357,33096,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
LJ-1,75.43,13.41,1.17,0.33,3.94,0.62,4.88,35.8698,-106.57,New Mexico,1994-009357,33097,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
VC1-R,74.74,12.88,1.9,0.6,3.75,1.24,4.5,35.8698,-106.57,New Mexico,1994-009357,33098,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
VC1-BB,74.01,13.21,2.02,0.67,3.84,1.49,4.35,35.8698,-106.57,New Mexico,1994-009357,33099,"Spell, Terry L; Kyle, Philip R; Thirlwall, Matthew F; Campbell, AndrewR",,,,,,,,,
627,74.36,13.44,1.26,0.14,4.74,0.75,5,20.8694,-103.8167,Mexico,1981-040893,7068,Demant-Alain,,,,,,,,,
TR276,52.6,17,8.12,4.61,4.29,8.05,2.75,39.296288,-120.15465,California,1985-900103,11287,"Latham, Jr., Thomas",,,,,,,,,
TRU126,53.47,16.88,8.02,4.55,3.88,7.93,2.78,39.275326,-120.16467,California,1985-900103,11288,"Latham, Jr., Thomas",,,,,,,,,
TR83,53.7,17.14,8.17,4.27,3.39,7.76,2.95,39.309307,-120.17464,California,1985-900103,11289,"Latham, Jr., Thomas",,,,,,,,,
TR30,53.71,17.04,8.1,4.77,2.93,8.19,2.74,39.291763,-120.14824,California,1985-900103,11290,"Latham, Jr., Thomas",,,,,,,,,
TR88,55.06,17.11,8.19,4.16,2.69,7.39,2.87,39.29536,-120.18186,California,1985-900103,11291,"Latham, Jr., Thomas",,,,,,,,,
TR28,53.18,18.07,8.64,3.75,3.53,7.42,2.91,39.30987,-120.19781,California,1985-900103,11292,"Latham, Jr., Thomas",,,,,,,,,
TR85,54.11,17.02,8.14,4.03,3.09,7.9,3.12,39.29536,-120.18186,California,1985-900103,11294,"Latham, Jr., Thomas",,,,,,,,,
TR278,53.24,17.26,8.6,4.74,2.78,7.81,2.76,39.275326,-120.16467,California,1985-900103,11295,"Latham, Jr., Thomas",,,,,,,,,
TR98,58.34,18.14,8.94,5.17,3.16,0.1,3.07,39.287376,-120.18408,California,1985-900103,11296,"Latham, Jr., Thomas",,,,,,,,,
TR277,53.34,17.51,7.99,4.39,3.63,7.98,2.11,39.308197,-120.19967,California,1985-900103,11298,"Latham, Jr., Thomas",,,,,,,,,
TR65A,54.23,16.95,7.94,4.16,4.04,7.57,2.73,39.28016,-120.16926,California,1985-900103,11299,"Latham, Jr., Thomas",,,,,,,,,
TR206,52.74,16.54,8.62,5.59,4.58,7.9,1.92,39.276375,-120.18953,California,1985-900103,11300,"Latham, Jr., Thomas",,,,,,,,,
TR218,54.06,17.29,8.05,4.8,3.67,8.04,2.02,39.28148,-120.20312,California,1985-900103,11301,"Latham, Jr., Thomas",,,,,,,,,
MAR128A,53.12,16.31,7.88,6.79,3.59,7.13,2.81,39.28456,-120.17393,California,1985-900103,11302,"Latham, Jr., Thomas",,,,,,,,,
MAR130,54.3,18.43,8.12,3.72,3.06,6.09,3.54,39.292194,-120.17362,California,1985-900103,11303,"Latham, Jr., Thomas",,,,,,,,,
MAR127,53.57,16.96,7.92,4.14,4.29,7.62,2.96,39.347263,-120.20631,California,1985-900103,11304,"Latham, Jr., Thomas",,,,,,,,,
73-106G,51.13,13.69,15,3.6,3.08,7.2,1.92,44.42,-111.37,Idaho,1986-019416,11718,"Leeman, William P; Menzies, Martin A; Matty, David J; Embree, Glen F",,,,,,,,,
W-20,46.19,16.07,9.38,9.75,3.82,10.09,1.81,37.0143,-118.1692,California,1999-027986,38838,Waits-J-R,,,,,,,,,
W-21A,47.19,16.6,9.64,9.17,4.1,9.19,2.02,37.0143,-118.1692,California,1999-027986,38839,Waits-J-R,,,,,,,,,
W-21D,46.94,16.86,9.39,9.73,3.46,9.52,1.43,37.0143,-118.1692,California,1999-027986,38840,Waits-J-R,,,,,,,,,
W-26,46.45,16.26,9.63,9.48,4.17,9.89,1.97,37.0109,-118.166,California,1999-027986,38841,Waits-J-R,,,,,,,,,
W-28,45.78,16.08,9.84,9.34,3.91,9.6,2.1,37.0142,-118.1655,California,1999-027986,38842,Waits-J-R,,,,,,,,,
W-33,47.05,16.25,9.62,8.93,3.86,9.85,2.19,37.0143,-118.1631,California,1999-027986,38843,Waits-J-R,,,,,,,,,
W-35,46.41,16.04,9.61,9.05,4.07,9.36,2.2,37.0143,-118.1631,California,1999-027986,38844,Waits-J-R,,,,,,,,,
W-37,45.78,16.23,9.82,8.98,4.04,9.44,2.37,37.0143,-118.1631,California,1999-027986,38845,Waits-J-R,,,,,,,,,
W-4C,51.35,17.49,8.22,6.65,4.25,8.53,1.84,37.0159,-118.1711,California,1999-027986,38846,Waits-J-R,,,,,,,,,
PWB-451,46.58,14.48,15.32,7.13,2.42,9.52,0.82,43.51,-113.03,Idaho,2005-006849,56818,Scarberry-Kaleb-C,,,,,,,,,
W-4G,51.77,17.27,8.1,6.84,4.1,8.5,1.86,37.0159,-118.1711,California,1999-027986,38847,Waits-J-R,,,,,,,,,
CIA-406,46.12,14.68,15.22,7.13,2.37,9.59,0.77,43.51,-113.03,Idaho,2005-006849,56813,Scarberry-Kaleb-C,,,,,,,,,
F2664,45.91,15.15,13.55,9.22,2.37,10.86,0.42,42.7789,-112.9352,Idaho,1982-011112,7413,"Trimble, Donald E; Carr, Wilfred J",,,,,,,,,
F2665,46.42,15.66,13.6,8.34,2.49,9.95,0.55,42.96,-112.7582,Idaho,1982-011112,7414,"Trimble, Donald E; Carr, Wilfred J",,,,,,,,,
H4488,46.15,15.16,13.4,9.54,2.22,10.71,0.41,42.7264,-112.9532,Idaho,1982-011112,7415,"Trimble, Donald E; Carr, Wilfred J",,,,,,,,,
H4486,46.19,15.24,13.46,9.01,2.3,10.56,0.48,42.7176,-112.9452,Idaho,1982-011112,7416,"Trimble, Donald E; Carr, Wilfred J",,,,,,,,,
H4487,46.42,15.14,13.93,8.06,2.4,10.08,0.76,42.6986,-112.982,Idaho,1982-011112,7417,"Trimble, Donald E; Carr, Wilfred J",,,,,,,,,
118-541,46.43,14.56,15.52,7.28,2.55,9.46,0.74,43.5,-113.04,Idaho,2005-006849,56808,Scarberry-Kaleb-C,,,,,,,,,
H3269,76.88,12.06,1.5,0.06,3.32,0.5,5.49,42.8589,-112.4984,Idaho,1982-011112,7436,"Trimble, Donald E; Carr, Wilfred J",,,,,,,,,
MB-396,63.92,16.69,4.96,2.17,4.27,4.59,2.44,48.767,-121.764,washington,2003-046396,75243,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
PWA-484,46.48,14.48,15.54,7.41,2.6,9.32,0.71,43.5,-113.04,Idaho,2005-006849,56805,Scarberry-Kaleb-C,,,,,,,,,
W-14,50.9,16.62,8.31,5.88,3.81,10.26,1.97,37.0104,-118.194,California,1999-027986,38849,Waits-J-R,,,,,,,,,
Y-1,51.75,17.18,8.22,6.9,3.38,8.63,1.61,37.13,-118.2733,California,1982-017260,7597,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Y-2,76.01,13.21,0.89,0.02,4.49,0.58,4.59,37.0567,-118.305,California,1982-017260,7598,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Y-3,52.42,17.62,7.66,6.62,3.77,8.08,1.91,37.03,-118.2733,California,1982-017260,7599,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Z-1,52.83,17.42,7.68,6.46,3.58,8.21,1.92,37.0133,-118.2317,California,1982-017260,7600,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Z-2,50.48,17.54,8.69,7.03,3.69,9.11,1.46,37.0233,-118.17,California,1982-017260,7601,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Z-3,51.05,17.24,8.45,7.14,3.79,8.85,1.5,37.0167,-118.1717,California,1982-017260,7602,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Z-4,45.3,16.67,8.9,8.55,2.78,14.21,0.98,37.0133,-118.1883,California,1982-017260,7603,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Z-5,45.96,15.7,9.62,10.09,3.67,10.22,1.81,37.0133,-118.1633,California,1982-017260,7604,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
Z-6,46.03,15.91,9.44,9.87,3.45,10.5,1.86,37.01,-118.1633,California,1982-017260,7605,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
DD-1,48.55,15.75,9.14,9.52,3.12,9.75,1.83,36.9833,-118.2533,California,1982-017260,7632,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
DD-4,48.78,14.64,8.83,10.81,2.84,10.64,1.41,36.945,-118.2617,California,1982-017260,7635,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
DD-15,48.24,16.05,9.05,9.05,3.38,9.54,2.13,36.845,-118.2883,California,1982-017260,7645,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
EE-1,48.66,16.52,9.18,9.01,3.3,9.11,1.9,36.9833,-118.2467,California,1982-017260,7649,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
EE-2,48.64,14.88,9.11,10.99,2.9,10.09,1.4,36.9283,-118.2383,California,1982-017260,7650,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
MB-397,64.38,16.79,4.9,1.88,4.31,4.25,2.51,48.769,-121.766,washington,2003-046396,75244,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
W-16,50.72,17.08,8.69,7.47,3.73,8.88,1.45,37.0188,-118.1828,California,1999-027986,38850,Waits-J-R,,,,,,,,,
LL-1,51.57,15.84,8.25,7.75,3.81,9.22,1.62,36.3867,-118.3367,California,1982-017260,7668,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-2,51.6,16.16,8.28,8.56,3.81,7.76,1.75,36.3733,-118.3433,California,1982-017260,7669,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-3,50.54,15.97,8.39,8.96,3.5,9.2,1.51,36.37,-118.3183,California,1982-017260,7670,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-4,50.23,16.39,8.47,8.82,3.56,9.13,1.4,36.37,-118.3183,California,1982-017260,7671,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-5,51.13,16.33,8.24,8.51,3.59,8.76,1.49,36.365,-118.2833,California,1982-017260,7672,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-6,51.95,16.5,7.8,7.68,3.83,8.69,1.67,36.36,-118.3383,California,1982-017260,7673,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-7,51.08,16.05,8.24,8.78,3.72,8.78,1.49,36.3567,-118.3217,California,1982-017260,7674,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-8,52.95,16.58,7.57,7.06,3.84,8.4,1.78,36.355,-118.3933,California,1982-017260,7675,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-9,51.79,16.06,8.38,7.68,3.69,9.5,1.19,36.3533,-118.35,California,1982-017260,7676,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-10,54.75,16.55,7.41,6.3,3.75,8.11,1.51,36.355,-118.3167,California,1982-017260,7677,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
LL-11,52.14,16.37,7.76,7.97,3.69,8.52,1.69,36.3567,-118.2833,California,1982-017260,7678,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
QQ-1,52.22,16.37,9.42,5.89,3.88,7.93,1.78,35.9917,-117.92,California,1982-017260,7687,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
QQ-2,52.87,16.23,9.52,5.5,3.91,7.67,1.76,35.9917,-117.92,California,1982-017260,7688,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
QQ-3,48.09,17.58,10.94,6.28,3.52,9.66,1.18,35.965,-117.9067,California,1982-017260,7689,Dodge-Franklin-C-W, Moore-James-G,,,,,,,,
C-2,48.85,16.57,11.13,6.08,4.3,7.78,1.91,35.2016,-115.7262,California,1999-027986,38852,Waits-J-R,,,,,,,,,
MB-398,63.1,16.75,5.26,2.35,4.14,4.92,2.46,48.77,-121.767,washington,2003-046396,75245,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-402,63.81,16.57,5.07,2.08,4.27,4.33,2.75,48.768,-121.76,washington,2003-046396,75247,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
C-5,48.87,16.65,10.93,5.88,4.63,7.65,1.93,35.2008,-115.755,California,1999-027986,38853,Waits-J-R,,,,,,,,,
C-7,48.66,16.56,10.81,6.07,4.51,7.92,1.94,35.2011,-115.7571,California,1999-027986,38854,Waits-J-R,,,,,,,,,
MB-400,63.07,16.46,5.34,2.36,4.24,4.73,2.65,48.771,-121.766,washington,2003-046396,75246,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
PWA-389,46.21,14.16,15.63,7.13,2.66,9.43,0.73,43.5,-113.04,Idaho,2005-006849,56797,Scarberry-Kaleb-C,,,,,,,,,
C-8A,48.95,16.94,11.19,5.76,4.5,7.49,1.74,35.2014,-115.7296,California,1999-027986,38855,Waits-J-R,,,,,,,,,
C-8L,48.69,17.37,11.42,5.59,4.61,7.19,1.75,35.2014,-115.7296,California,1999-027986,38856,Waits-J-R,,,,,,,,,
C-11,48.45,17.07,11.15,5.48,4.61,7.67,2.1,35.2021,-115.7299,California,1999-027986,38857,Waits-J-R,,,,,,,,,
222,70.27,15.27,2.96,0.78,4.95,2.44,2.7,42.99194,-122.12,Oregon,1989-002113,16185,Bacon-C-R, Druitt-T-H,,,,,,,,
227,71.04,14.91,2.7,0.69,4.98,2.19,2.9,42.99194,-122.12,Oregon,1989-002113,16186,Bacon-C-R, Druitt-T-H,,,,,,,,
795,70.5,15.08,2.8,0.77,5.06,2.4,2.78,42.93694,-122.04972,Oregon,1989-002113,16187,Bacon-C-R, Druitt-T-H,,,,,,,,
771-529,46.62,14.69,14.9,7.27,2.66,9.56,0.73,43.5,-113.05,Idaho,2005-006849,56794,Scarberry-Kaleb-C,,,,,,,,,
161,70.92,14.98,2.75,0.77,4.9,2.34,2.76,42.93694,-122.04972,Oregon,1989-002113,16188,Bacon-C-R, Druitt-T-H,,,,,,,,
803,71.48,14.68,2.53,0.63,5.03,2.15,2.97,42.97472,-122.1125,Oregon,1989-002113,16189,Bacon-C-R, Druitt-T-H,,,,,,,,
728,70.32,15.16,2.83,0.77,5.39,2.28,2.6,43.00083,-122.00639,Oregon,1989-002113,16190,Bacon-C-R, Druitt-T-H,,,,,,,,
846,71.77,14.93,2.32,0.53,5.44,1.68,2.81,42.97222,-122.13222,Oregon,1989-002113,16192,Bacon-C-R, Druitt-T-H,,,,,,,,
850,70.58,15.06,2.77,0.7,5.51,2.22,2.59,42.97222,-122.13222,Oregon,1989-002113,16193,Bacon-C-R, Druitt-T-H,,,,,,,,
153,70.65,15.17,2.69,0.7,5.41,2.17,2.6,42.97222,-122.13222,Oregon,1989-002113,16194,Bacon-C-R, Druitt-T-H,,,,,,,,
C-15,49.39,17.03,11.06,5.75,4.45,7.57,2.05,35.2009,-115.7342,California,1999-027986,38858,Waits-J-R,,,,,,,,,
154,70.58,15.04,2.81,0.79,5.28,2.31,2.56,42.97222,-122.13222,Oregon,1989-002113,16196,Bacon-C-R, Druitt-T-H,,,,,,,,
1013,70.71,15.34,2.75,0.75,4.85,2.36,2.6,42.97611,-122.07694,Oregon,1989-002113,16197,Bacon-C-R, Druitt-T-H,,,,,,,,
566,70.76,15.03,2.61,0.84,5.11,2.32,2.71,42.85306,-122.00806,Oregon,1989-002113,16198,Bacon-C-R, Druitt-T-H,,,,,,,,
866,52.29,9.72,10.58,15.18,2.23,8.54,0.56,42.97222,-122.13222,Oregon,1989-002113,16199,Bacon-C-R, Druitt-T-H,,,,,,,,
870,53.37,13.74,8.87,10.95,2.98,8.36,0.62,42.97611,-122.07694,Oregon,1989-002113,16200,Bacon-C-R, Druitt-T-H,,,,,,,,
861,53.97,19.91,8.11,3.39,4.28,7.99,0.7,42.97222,-122.13222,Oregon,1989-002113,16201,Bacon-C-R, Druitt-T-H,,,,,,,,
871,55.79,19.29,7.34,3.95,3.88,7.86,0.82,42.97611,-122.07694,Oregon,1989-002113,16202,Bacon-C-R, Druitt-T-H,,,,,,,,
513,57.91,18.47,6.58,3.74,4.25,7,0.99,42.93889,-122.14444,Oregon,1989-002113,16203,Bacon-C-R, Druitt-T-H,,,,,,,,
515,59.77,17.93,6.06,3.14,4.7,6.17,1.22,42.93889,-122.14444,Oregon,1989-002113,16204,Bacon-C-R, Druitt-T-H,,,,,,,,
226,59.01,17.51,7.36,2.69,4.52,6.26,1.24,42.99194,-122.12,Oregon,1989-002113,16205,Bacon-C-R, Druitt-T-H,,,,,,,,
224,60.93,16.98,6.52,2.25,4.89,5.28,1.52,42.99194,-122.12,Oregon,1989-002113,16206,Bacon-C-R, Druitt-T-H,,,,,,,,
811,61.01,16.74,6.66,2.31,5.01,5.25,1.39,42.97472,-122.1125,Oregon,1989-002113,16207,Bacon-C-R, Druitt-T-H,,,,,,,,
938,53.52,15.52,7.76,9.45,3.58,7.75,1.1,42.97222,-122.13222,Oregon,1989-002113,16208,Bacon-C-R, Druitt-T-H,,,,,,,,
866G,62.86,17.53,4.95,2.1,5.38,4.58,1.52,42.97222,-122.13222,Oregon,1989-002113,16211,Bacon-C-R, Druitt-T-H,,,,,,,,
209,59.02,17.52,6.15,3.61,4.82,6.13,1.43,42.97222,-122.13222,Oregon,1989-002113,16209,Bacon-C-R, Druitt-T-H,,,,,,,,
227G,74.21,14.28,1.77,0.24,4.75,1.18,3.21,42.99194,-122.12,Oregon,1989-002113,16215,Bacon-C-R, Druitt-T-H,,,,,,,,
775,61.07,18.13,5.39,2.9,4.62,5.32,1.42,42.97611,-122.07694,Oregon,1989-002113,16210,Bacon-C-R, Druitt-T-H,,,,,,,,
870G,64.68,17.44,3.99,1.44,5.4,4.32,1.7,42.97611,-122.07694,Oregon,1989-002113,16212,Bacon-C-R, Druitt-T-H,,,,,,,,
861G,65.54,16.86,4.29,1.23,5.47,3.77,1.66,42.97222,-122.13222,Oregon,1989-002113,16213,Bacon-C-R, Druitt-T-H,,,,,,,,
871G,67.67,16.67,3.2,0.88,5.32,3.41,2.1,42.97611,-122.07694,Oregon,1989-002113,16214,Bacon-C-R, Druitt-T-H,,,,,,,,
161G,74.83,13.99,1.44,0.17,4.92,1.07,3.24,42.93694,-122.04972,Oregon,1989-002113,16216,Bacon-C-R, Druitt-T-H,,,,,,,,
803G,74.29,13.58,1.79,0.35,5,1.29,3.37,42.97472,-122.1125,Oregon,1989-002113,16217,Bacon-C-R, Druitt-T-H,,,,,,,,
503G,73.97,14.18,1.74,0.28,5.3,1.19,2.96,42.97222,-122.13222,Oregon,1989-002113,16219,Bacon-C-R, Druitt-T-H,,,,,,,,
728G,72.4,14.28,2.12,0.5,5.56,1.7,2.9,43.00083,-122.00639,Oregon,1989-002113,16218,Bacon-C-R, Druitt-T-H,,,,,,,,
C-17,48.85,17.03,11.09,5.67,4.64,7.3,1.99,35.1994,-115.7398,California,1999-027986,38859,Waits-J-R,,,,,,,,,
153G,73.5,14.48,1.89,0.27,5.2,1.29,2.89,42.97222,-122.13222,Oregon,1989-002113,16220,Bacon-C-R, Druitt-T-H,,,,,,,,
160G,73.62,14.18,1.84,0.34,5.25,1.41,2.82,42.97611,-122.07694,Oregon,1989-002113,16221,Bacon-C-R, Druitt-T-H,,,,,,,,
154G,73.87,13.68,2.16,0.46,5.14,1.5,2.74,42.97222,-122.13222,Oregon,1989-002113,16222,Bacon-C-R, Druitt-T-H,,,,,,,,
1013G,73.08,14.72,1.7,0.52,4.83,1.78,2.8,42.97611,-122.07694,Oregon,1989-002113,16223,Bacon-C-R, Druitt-T-H,,,,,,,,
799G,75.31,12.19,2.37,0.23,3.91,0.67,4.64,42.97611,-122.07694,Oregon,1989-002113,16224,Bacon-C-R, Druitt-T-H,,,,,,,,
