Sample,SiO2,Al2O3,Fe2O3,MgO,Na2O,CaO,K2O,TiO2,MnO,P2O5,LOI,Stratigraphic Unit,Stratigraphic Age,Reference,interpreted_age,Age Reference,Notes,,In CMIBS,Age in SGP?
M5,57.42,18.6,10.85,2.46,0.17,0.35,6.62,0.77,0.052,0.153,2.75,Madzaringwe Fm,Late Paleozoic,Malaza et al 2016,335.551,Malaza et al 2016,,,N,N
M2,58.42,27.27,2.62,1.02,0.04,0.2,2.64,1.17,0.022,0.08,6.69,Madzaringwe Fm,Late Paleozoic,Malaza et al 2016,335.551,Malaza et al 2016,,,N,N
Kamthi-4,72.99,20.27,1.44,0.12,0.07,0.02,2.53,1.21,0.01,0.02,,Kamthi Fm,Early-Mid Triassic,Mani et al 2016,227.85,Mani et al 2016,,,N,N
Kamthi-2,86.26,8.44,0.7,0.04,0.03,0.01,2.47,0.28,0.01,0.02,,Kamthi Fm,Early-Mid Triassic,Mani et al 2016,227.85,Mani et al 2016,,,N,N
Kamthi-1,88.15,6.51,1.23,0.04,0.01,0.01,2.47,0.45,0.01,0.02,,Kamthi Fm,Early-Mid Triassic,Mani et al 2016,227.85,Mani et al 2016,,,N,N
Kamthi-5,78.51,11.97,3.24,0.03,0.01,0.01,2.47,1.74,0.03,0.04,,Kamthi Fm,Early-Mid Triassic,Mani et al 2016,227.85,Mani et al 2016,,,N,N
Kamthi-3,64.06,7.32,22.06,0.03,0.02,0.05,2.46,2.52,0.01,0.09,,Kamthi Fm,Early-Mid Triassic,Mani et al 2016,227.85,Mani et al 2016,,,N,N
RGPRM-33,46.23,7.94,38.79,0.42,0.11,0.36,3.36,1.02,0.01,0.31,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-32,57.76,21.32,3.88,0.83,0.15,1.58,3.24,1.25,0.01,0.1,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-35,57.21,20.46,7.36,0.82,0.19,0.55,3.18,1.48,0.01,0.29,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-34,57.04,21.63,3.78,0.79,0.25,0.6,3.14,1.29,0.01,0.12,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-31,56.24,15.75,13.82,0.4,0.08,1.2,3.12,0.94,0.01,0.12,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-24,49.09,8.12,36.28,0.17,0.06,0.15,2.88,1.03,0.01,0.28,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
Tirupati-27,48.04,4.07,42.51,0.04,0.01,0.06,2.74,0.93,0.01,0.49,,Tirupati Fm,Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
Tirupati-30,48.22,2.12,44.15,0.02,0.01,0.03,2.69,0.81,0.01,0.82,,Tirupati Fm,Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-29,44.65,6.35,43.87,0.09,0.04,0.06,2.64,0.69,0.1,0.39,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
Tirupati-25,53.89,4.7,36.98,0.03,0.02,0.11,2.57,0.45,0.01,0.25,,Tirupati Fm,Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
RGPRM-26,56.02,10,28.41,0.14,0.05,0.22,2.56,0.61,0.01,0.52,,Raghavapuram Fm,Lower Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
Kota-22,52.83,12.31,29.78,0.06,0.01,0.04,2.55,1.14,0.03,0.07,,Kota Fm,Jurassic,Mani et al 2016,173.15,Mani et al 2016,,,N,N
Kota-21,69.51,13.89,3.9,0.23,0.01,0.59,2.49,0.73,0.82,0.03,,Kota Fm,Jurassic,Mani et al 2016,173.15,Mani et al 2016,,,N,N
Tirupati-28,63.39,0.4,31.86,0.01,0.01,0.03,2.46,0.15,0.01,0.33,,Tirupati Fm,Cretaceous,Mani et al 2016,173.15,Mani et al 2016,,,N,N
GLP-9,61.03,17.42,6.2,1.94,0.55,0.18,4.63,1.14,0.07,0.05,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-18,55.73,11.41,28.51,0.07,0.02,0.05,2.55,1.07,0.06,0.03,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-19,79.28,7.13,7.93,0.81,0.09,0.17,2.51,0.81,0.26,0.04,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-20,53.3,7.2,33.12,0.02,0.02,0.04,2.51,1.27,0.01,0.05,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-8,61.45,18.79,3.16,0.1,0.11,0.05,2.49,1.24,0.01,0.09,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-10,61.4,18.46,3.45,0.08,0.09,0.01,2.49,1.27,0.02,0.06,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-15,85.59,6.59,3.29,0.09,0.01,0.01,2.48,0.22,0.01,0.03,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-12,59.91,26.39,0.96,0.16,0.3,0.1,2.47,2.14,0.01,0.04,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-16,72.23,11.62,7.66,0.07,0.02,0.09,2.47,0.24,0.01,0.06,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-14,59.77,18.82,7.08,0.09,0.01,0.02,2.47,1.91,0.03,0.05,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
GLP-17,59.2,24.94,1.09,0.09,0.06,0.01,2.46,2.28,0.01,0.06,,Gollapalli Fm,Tithonian-Barremian,Mani et al 2016,138.55,Mani et al 2016,,,N,N
C14 (V),58.9,17.1,11.81,1.32,0.27,0.35,2.58,0.96,0.09,0.03,6.7,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C22 (V),70.65,17.02,1.96,0.19,0.97,0.5,2.29,0.75,0,0,5.8,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C9 (B),66.66,19.73,4.44,0.15,0.76,0.73,2.15,0.99,0,0.02,4.5,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C12(V),54.27,18.07,14.86,1.7,0.27,0.81,2.13,1.09,0.1,0.03,6.9,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C10 (B),67.58,19.39,3.65,0.16,0.69,0.7,2.09,1.1,0.1,0.1,4.75,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C1 (B),69.84,18.07,2.72,0.23,0.67,0.69,2.02,1.12,0,0,4.75,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C4 (B),65.43,17.63,8.53,0.19,0.66,0.64,1.96,1.09,0,0,4.45,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C17 (V),65.41,16.62,7.51,0.58,0.66,0.37,1.86,0.75,0.02,0.02,6.2,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C15 (V),70.8,17.58,1.41,0.19,0.73,0.51,1.8,0.73,0.1,0.1,6.35,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C18 (V),61.85,16.19,13.52,0.19,0.61,0.6,1.68,0.85,0.01,0.04,4.55,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C23 (V),73.74,16.06,1.38,0.17,0.77,0.36,1.66,0.67,0,0,5.8,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C21 (V),60.09,15.6,13.14,1.63,0.19,0.29,1.63,0.86,0.1,0.02,6.75,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C8 (B),65.6,14.47,11.76,0.2,0.53,0.01,1.62,1.06,0,0.03,4.45,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C20 (V),54.97,17.72,14.53,1.85,0.21,0.47,1.23,0.98,0.14,0.03,7.9,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C13 (V),60.28,14.78,14.67,1.71,0.17,0.26,1.19,0.84,0.09,0.03,6.2,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
C5 (B),69.84,13.59,9.29,0.14,0.44,1.04,0.67,0.94,0,0.01,4.05,Sandur Superterrane Shales,Neoarchean,Manikyamba & Kerric 2006,2700,Manikyamba & Kerric 2006,,,Y,N
CBS8,66.08,14.75,3.76,2.63,0.08,0.27,6.1,0.69,0.01,0.09,5.25,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS10,63.48,14.6,4.82,2.71,0.08,0.09,5.8,0.67,0.01,0.1,7.6,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS9,67.2,14.24,4.21,1.76,0.07,0.13,5.72,0.66,0.01,0.09,6,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS11,66.5,14.17,4.08,2.16,0.07,0.02,5.58,0.64,0.01,0.08,6.5,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS2,67.98,16.33,1.65,1.75,0.13,0.2,4.95,0.64,0.01,0.14,4.75,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS1,68.5,16.04,1.78,1.76,0.16,0.24,4.87,0.63,0.01,0.16,4.9,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS3,63.71,15.97,2.02,2.27,0.51,1.48,4.78,0.61,0.01,0.25,5.75,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS4,69.32,16,2.2,2.02,0.14,0.31,4.59,0.52,0.01,0.14,4.2,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS13,61.82,16.3,8.23,2.66,0.11,0.3,4.54,0.85,0.04,0.08,4.3,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS16,61.02,16.26,8.44,2.25,0.08,0.4,4.42,0.94,0.04,0.09,5,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS12,59.96,16.02,10.98,2.75,0.24,0.34,3.71,0.91,0.06,0.1,4.15,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS6,53.68,11.86,3.56,5.44,0.45,7.14,3.42,0.51,0.04,0.15,8.1,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
CBS18,37.57,9.21,4.11,9.31,0.95,13.74,2.47,0.44,0.05,0.1,17.5,Cumbum Fm,Mesoproterozoic,Manikyamba et al. 2008,1400,Manikyamba et al. 2008,,,Y,Y
Pg7,57.6,26.6,3.03,0.7,0.38,0.006,7.1,0.78,0.009,,4.09,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
Pg1,58.58,23.79,4.53,2.5,0.31,0.024,5.37,0.69,0.009,,4.64,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
Pg5,57.61,23.18,5.16,3.21,0.3,0.013,5.18,0.7,0.019,,5.13,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
Pg2,56.97,25.58,4.26,2.71,0.4,0.01,5.08,0.46,0.011,,4.96,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
MC,47.11,27.15,8.55,4.98,0.88,0.026,4.76,1.06,0.054,,6.08,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
Pg4,59.39,21.44,5.42,3.29,0.71,0.009,4.69,0.61,0.014,,4.86,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
Pg3,55.07,25.5,5.75,3.32,0.37,0.008,4.67,0.61,0.013,,5.27,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
Pg6,60.22,19.87,6.74,4.28,0.31,0.011,3.67,0.58,0.026,,4.91,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
8006,57.12,21.53,6.31,4.03,1.7,0.003,3.31,0.68,0.047,,5.76,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
8005,67.15,13.83,8.35,4.37,0.19,0.006,1.91,0.55,0.055,,4.27,Gorge Creek,Mesoarchean,McLennan et al 1983,3010,McLennan et al 1983,,,Y,Y
WC1,58.91,23.91,5.38,2.68,1.6,0.52,2.26,0.72,0.065,,4.42,Whim Creek ,Mesoarchean,McLennan et al 1983,2995,McLennan et al 1983,,,Y,Y
Wc2,48.07,15.57,23.24,4.78,0.66,1.69,0.99,0.66,0.102,,6.36,Whim Creek ,Mesoarchean,McLennan et al 1983,2995,McLennan et al 1983,,,Y,Y
358534,55.66,8.13,4.82,5.58,0.54,10.34,3.98,0.25,0.41,,10.89,Isua,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
119215,60.27,16.71,6.74,3.4,1.09,6.34,3.16,0.75,0.14,,,Akilla,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
152769,51.73,21.18,10.68,5.23,4.83,2.43,2.82,1.08,0.03,,0.99,Akilla,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
248484a,58.13,16.47,15.41,2.41,2.43,2.24,2.72,0.57,0.086,,0.91,Isua,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
248484c,53.27,18.31,18.3,2.6,2.17,2.72,2.71,0.67,0.08,,0.99,Isua,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
248442,50.28,20.32,9.14,8.42,0.79,7.47,2.45,0.33,0.121,,1.45,Isua,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
248443,52.117,13.47,12.07,5.06,0.6,9.91,2.17,1.1,0.158,,4.4,Isua,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
248484l,54.65,18.11,10.68,2.71,1.4,7.81,1.8,0.92,0.121,,2.74,Isua,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
22127,55.98,12.41,18.64,6.12,1.23,3.89,1.72,0.52,0.177,,0.85,Akilla,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
131429,70.53,12.99,5.83,2.25,3,1.98,1.72,0.84,0.06,,,Akilla,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
22123,58.56,12.79,12.87,7.48,1.6,5.02,1.44,0.52,0.158,,0.71,Akilla,Eoarchean,McLennan et al 1984,3800,,,,Y,Y
201429,52.4,24.79,8.14,3.31,3.98,3.61,1.73,1.66,0.116,,1.06,Malene low silica,Mesoarchean,McLennan et al 1984,3050,,,,Y,N
221136,55.03,12.64,19.07,6.27,1.25,4.11,1.64,0.53,0.155,,0.77,Malene low silica,Mesoarchean,McLennan et al 1984,3050,,,,Y,N
201427,50.55,28.13,11.15,3.19,2.19,2.02,1.38,2.17,0.09,,0.19,Malene low silica,Mesoarchean,McLennan et al 1984,3050,,,,Y,N
57A,55.1,19.7,9.44,3.08,1.55,3.55,4.09,0.85,0.097,0.214,2.99,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
132,55.5,18.3,9.71,4.09,2.2,3.86,4.03,0.9,0.1,0.198,1.94,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
117A,54.8,21.7,9.78,1.36,3.47,3.3,3.72,1.15,0.032,0.233,1.99,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
135,53.7,18.8,11.22,2.32,3.49,6.72,2.31,1.02,0.13,0.227,0.86,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
81,62.2,15.7,9.6,2.29,4.02,3.56,2.31,0.6,0.2,0.232,0.93,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
67,58.4,19,6.22,2.96,5.26,3.1,2.16,0.84,0.073,0.27,1.8,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
130,57.9,16.6,8.91,3.81,4.61,4.52,1.33,0.65,0.14,0.174,1.62,Irving Fm,Paleoproterozoic,Mclennan et al 1995,1765,Mclennan et al 1995,,,N,N
14.5,60.2,20.9,4.97,3.08,2.04,0.7,4.77,0.63,0.1,0.189,3.1,Salida area,Paleoproterozoic,Mclennan et al 1995,1728,Mclennan et al 1995,,,N,N
34.4,77.8,10.3,4,3.29,0.15,0.01,4.15,0.24,0.079,0.04,1.33,Salida area,Paleoproterozoic,Mclennan et al 1995,1728,Mclennan et al 1995,,,N,N
34.1,60.9,18.4,9,2.35,2.95,2.43,3.13,0.96,0.12,0.185,1.28,Salida area,Paleoproterozoic,Mclennan et al 1995,1728,Mclennan et al 1995,,,N,N
19.5,60.3,18.1,7.5,3.14,4.01,2.7,3.09,0.91,0.18,0.279,1.06,Salida area,Paleoproterozoic,Mclennan et al 1995,1728,Mclennan et al 1995,,,N,N
R61,64.8,18.2,6.59,1.75,0.78,0.13,4.63,0.78,0.031,0.065,2.61,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R41,64.1,22.6,3.9,0.81,0.46,0.06,4.61,0.98,0.085,0.074,2.84,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
S3a,59.3,21.3,8.29,2.21,0.13,0.05,4.5,0.8,0.042,0.064,4.18,Uncompaghre Fm ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R44,65.1,19.4,5.05,1.05,0.64,0.09,4.45,0.8,0.09,0.06,3.33,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PL1,63.5,20.2,4.6,1.7,1.6,0.72,4.43,0.7,0.035,0.029,3.2,Piedra Lumbre Fm,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R65,60.4,19.6,10.97,2.15,0.84,0.16,4.43,0.95,0.144,0.076,2.27,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R45,64.8,18.6,7.3,1.3,0.35,0.08,4.26,0.82,0.102,0.068,2.01,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R11,65.6,18.1,5.27,2.26,1.34,0.94,4.18,0.57,0.117,0.154,2.83,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R43,62.6,19.3,7.46,1.08,0.46,0.22,3.78,0.92,0.039,0.206,3.81,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PL3,68.5,16.5,5.47,0.83,0.34,0.09,3.72,0.64,0.011,0.029,3.35,Piedra Lumbre Fm,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PL5,68,17.9,3.96,1.01,1.1,0.18,3.7,0.55,0.047,0.05,3.27,Piedra Lumbre Fm,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
S3b,57.4,24.6,7.5,1.79,1.12,0.02,3.69,1.1,0.04,0.061,4.9,Uncompaghre Fm ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
S4,67.4,16.3,6.35,1.81,0.81,0.21,3.4,0.93,0.036,0.068,3.41,Uncompaghre Fm ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R42,70.3,15.8,4.83,0.53,0.54,0.03,3.08,0.77,0.016,0.05,3.46,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R24,66.4,18,7.31,1.8,1.32,1.34,2.95,0.79,0.271,0.138,1.18,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PS1,77.7,9.47,0.63,0.69,0.35,0.38,2.92,0.59,0.013,0.21,5.63,Pilar Formation,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R23,69,16.3,5.93,1.39,0.56,0.11,2.87,0.84,0.053,0.073,3.06,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R62,65.1,18.4,8.28,0.46,0.36,0.06,2.75,0.97,0.095,0.056,4.79,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
S5,68.5,10.1,2.79,3.24,0.04,0.18,2.68,0.5,0.036,0.259,10.9,Uncompaghre Fm ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R22,65.4,19.1,7.16,1.34,0.26,0.23,2.54,0.74,0.028,0.187,3.96,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R63,77.9,8.59,7.85,0.34,0.15,0.03,2.51,0.46,0.008,0.041,1.8,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
R21,81.8,8.37,4.81,1.28,0.44,0.11,2.45,0.44,0.013,0.051,1.33,Rinconada Formation ,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PL4,78,8.84,0.4,0.46,1.57,0.42,2.37,0.49,0.01,0.049,6.4,Piedra Lumbre Fm,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PS4,78,9.65,1.57,0.59,0.68,0.26,2.27,0.41,0.012,0.13,4.9,Pilar Formation,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
PS5,84,5.1,0.96,0.67,0.12,0.23,1.75,0.31,0.01,0.107,5.04,Pilar Formation,Paleoproterozoic,Mclennan et al 1995,1705,Mclennan et al 1995,,,N,N
K-2,65.25,16.99,2.19,1.46,0.63,0.31,5.58,2.15,0,0.04,4.14,Khunamuh Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-5,60.09,19.13,6.21,0.51,0.46,0.24,5.47,1.01,5.21,0.12,6.87,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-3,59.99,19.88,5.19,0.58,0.49,0.21,5.47,1.01,7.81,0.12,7.66,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-4,65.06,20.3,2.97,0.89,0.62,0.21,5.4,1.05,7.33,0.12,6.19,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-1,58.58,19.43,8.29,0.65,0.43,0.37,5.32,2.13,7.14,0.12,9.31,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-7,60.43,20.46,4.17,1.4,0.62,0.22,5.16,1.01,1.38,0.11,7.44,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-8,60.79,19.41,5.51,1.01,0.71,0.23,4.88,0.97,2.75,0.12,6.65,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-9,56.07,18.82,6.96,0.97,0.66,0.22,4.85,0.92,3.99,0.11,7.53,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
K-3,66.24,14.66,1.13,1.75,0.65,0.73,4.76,1.75,0,0.05,5.32,Khunamuh Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-6,52.89,16.53,11.92,0.27,0.53,0.25,4.54,0.87,2.57,0.11,8.37,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
G-2,49.4,15.15,17.01,0.3,0.4,0.43,4.34,0.77,1.31,0.11,8.89,Gungri Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
K-1,77.88,11.23,0.79,0.7,0.67,0.1,3.92,1.53,0,0.07,3.04,Khunamuh Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
K-4,68.3,15.67,6.3,5.23,0.37,0.93,3.75,2.23,0.01,0.06,1.23,Khunamuh Fm.,Permo/Triassic,Mir et al 2016,250.1,Mir et al 2016,,,N,N
HHB1,61.1,14.7,6.9,2.9,3.2,1.6,4.5,1.3,0.1,0.2,2.7,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
SR1,70.9,12.9,5.5,0.1,4.7,0.9,3.9,0.5,0.2,0.1,0.1,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
HHB2,58.1,13,7.3,3.8,2.3,4,3.8,1.4,0.1,0.2,4.9,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
HH4,72.5,10,6.1,2.2,2.5,0.8,3.1,1.1,0.1,0.2,1.2,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
HHA,60.9,12.9,4.7,3.2,3.4,4.7,2.8,0.9,0.1,0.2,4.8,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
HH2,68.3,10.3,7.1,3.1,2.5,1.6,2.8,1.3,0.1,0.2,2.2,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
HH5,63.5,12.6,7.4,4.3,3,1,2.8,1.1,0.1,0.2,3.9,Copper Harbor Cgl,Mesoproterozoic,Mitchell & Sheldon 2016,1104,Mitchell & Sheldon 2016,,,N,N
